$id,Id,Accords,AgeVignes,Appellation,AppellationLabel,BestAfter,BestBefore,AssemblageCepage,Classement,Code_ean,CommentaireBouche,CommentaireMillesime,CommentaireNez,CommentaireOeil,CommentaireProducteur,CommentaireService,CommentaireSituation,CommentaireTerroir,CommentaireVin,CommentaireVinification,CommentaireViticulture,Contenance,ContenanceUnit,CouleurVin,DateCrawl,DegreAlcool,DenominationGeo,DenominationVitivini,Dosage,ElevageDuree,Img_btl_back_cloud,Img_btl_back_source,Img_btl_front_cloud,SourceImageBottle,Img_etq_back_cloud,Img_etq_back_source,Img_etq_front_cloud,Img_etq_front_source,AnneeMillesime,NomCuvee,NomVin,NomPays,PotentielGarde,PrixVin,PrixDevise,NomProducteur,Recompenses,NomRegion,TempService,TypeVin,UrlProduit,UrlSiteSource,TypeVendange,NomVignoble,ViticultureLabel
2138,2138,Apéritif Dessert ,0,Gaillac,,0,0,Mauzac,,0,,,,"Robe : Légèrement vert clair avec des reflets dorés, les bulles sont fines et nombreuses",,,,,"En apéritif, sur un dessert type gâteau au chocolat ou seul en milieu d’après-midi avec une fouasse, brioche locale",,,75,cL,,16/10/2018 13:08,10,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/m/e/methode_gaillacoise-1506935241.png,,,,,,,Méthode Gaillaçoise  Demi-sec,France,,10.5,EUR,Pierre-Laurent Derrieux,,Sud-Ouest,5,Pétillant,https://www.lesgrappes.com/lacroux-de-lincarque-methode-gaillacoise-demi-sec-petillant-non-millesime,https://www.lesgrappes.com/vins,,Lacroux de Lincarque,
2139,2139,,0,Vin de France,,0,0,100% Syrah,,0,,," Un nez de fruits rouges mûrs, d'épices (poivre blanc), menthol",Un robe rubis,,,,,Parfait avec des viandes blanches et rouges,,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/l/a/lapetitesyrah2013rouge-1487851312.jpg,,,,,2015,,La petite syrah,France,,15,EUR,Emmanuelle DELON,,Provence,0,,https://www.lesgrappes.com/mas-du-chene-la-petite-syrah-rouge-2015,https://www.lesgrappes.com/vins,,Mas du Chêne,Non Certifié ou En Conversion
2140,2140,Apéritif Asiatique Poisson Viande blanche ,0,Champagne,,0,0,Pinot Blanc,,0,,,,,,,,,"A table, dans sa jeunesse, accompagnez-là d’un foie gras, de copeaux de cèpes ou de",,,75,cL,Blanc,16/10/2018 13:08,12,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/n/o/notes_blanches2-1512665535.png,,,,,2011,,Notes Blanches 2011,France,,48,EUR,Morgane Fleury,,Champagne,11,,https://www.lesgrappes.com/champagne-fleury-champagne-fleury-notes-blanches-2011-blanc-2011,https://www.lesgrappes.com/vins,,Champagne Fleury,Non Certifié ou En Conversion
2141,2141,Apéritif Dessert Poisson Viande blanche Viande rouge Volaille ,0,Champagne premier cru,,0,0,100% Chardonnay,,0," Vous apprécierez ses arômes d’agrumes frais, pamplemousse citronné, et de fleurs blanches  Vous percevrez aussi une attaque assez franche en bouche suivie d’une belle effervescence persistante prolongée par une longueur d’une grande finesse",,,"Une agréable robe or pâle, lumineuse et limpide, accompagnée de bulles très fines à montée rapide, suivie d’un cordon de mousse généreux offre au regard un joli spectacle",,,,,"A servir au cours d’un brunch intimiste, d’un apéritif raffiné ou pour accompagner un menu de la mer",,,75,cL,,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/1/d130e4e7a2ccd978408897dfedcb199821bf5b21-1512656955.jpg,,,,,2013,,Nature de Solemme 2013 Brut Nature 1er Cru,France,7 ans,49,EUR,Olivier Langlais,,Champagne,12,Pétillant,https://www.lesgrappes.com/champagne-solemme-nature-de-solemme-2013-extra-brut-petillant-2013,https://www.lesgrappes.com/vins,,Champagne Solemme,Non Certifié ou En Conversion
2142,2142,Apéritif Dessert Fruit de mer Poisson Viande blanche ,0,Champagne,,0,0,50% Chardonnay et 50% Pinot Meunier,,0,"Son nez de tendre épiaison où se mêlent des arômes de coing, de pomme et de pain grillé séduisent chaque année les professionnels et les amateurs de vins",,"Son nez de tendre épiaison où se mêlent des arômes de coing, de pomme et de pain grillé séduisent chaque année les professionnels et les amateurs de vins",,,,,,"Un Champagne très agréable sur les entrées froides à base de crustacés et de coquillages, sur un filet de dorade en papillote relevé d'une garniture d'agrumes, ou sur une raviole de Saint-Jacques",,,75,cL,,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/u/cuveeblanche1e1454864060554-1512728119.jpg,,,,,,,Cuvée Blanche Brut ,France,3 ans,31,EUR,Bruno Michel,,Champagne,12,Pétillant,https://www.lesgrappes.com/champagne-bruno-michel-cuvee-blanche-brut-petillant-non-millesime,https://www.lesgrappes.com/vins,,Champagne Bruno Michel ,Non Certifié ou En Conversion
2143,2143,Apéritif Asiatique Fromage Fruit de mer Poisson Viande blanche Volaille ,0,Champagne,,0,0,60% Chardonnay 40% Pinot Noir,,0,"Symbole et emblème de la Maison Fleury, la cuvée Sonate 2011 a été vinifiée sans souffre pour préserver de fins arômes de fruits blancs intenses issus du Chardonnay qui la compose et des notes de petites baies noires subtilement épicées",,,,,,,,"Idéale à l’apéritif avec des tartines de chèvre frais aux baies roses, par exemple",,,75,cL,Blanc,16/10/2018 13:08,12,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/s/o/sonate_2011__fleury-1512677643.jpeg,,,,,2011,,Sonate 2011 Extra Brut,France,,65,EUR,Morgane Fleury,,Champagne,0,,https://www.lesgrappes.com/champagne-fleury-champagne-fleury-sonate-2011-extra-brut-blanc-2011,https://www.lesgrappes.com/vins,,Champagne Fleury,Non Certifié ou En Conversion
2144,2144,Apéritif Viande blanche Viande rouge Volaille ,0,Ardèche,,0,0,100% Syrah,,0,La bouche est charnue avec une structure ferme,," Ouvert dès l’approche, le nez propose une expression où le fruit kirsché côtoie des notes fleuries et épicées (noyau de cerise, violette, poivre, piment et tabac)",Couleur soutenue à la robe grenat à reflet mauve,,,,,"Accompagnera vos apéritifs Tapas, plateaux de charcuteries, viandes grillés, repas d’été",,,75,cL,Rouge,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/u/guyfargebouquetdesyrahigpardechefrance10813833-1510588656.jpg,,,,,2017,,Bouquet de Syrah,France,,10.3,EUR,Guy Farge,,Vallée du Rhône,15,,https://www.lesgrappes.com/domaine-guy-farge-bouquet-de-syrah-rouge-2017,https://www.lesgrappes.com/vins,,Domaine Guy Farge,Agriculture raisonnée - Agriculture Raisonné - Sans certification
2145,2145,Fromage Poisson Viande blanche Volaille ,0,Côtes de Provence,,0,0,Rolle 100%,,0," Attaque très puissante, très aromatiques sur des notes de verveine et de camomille",," Bouquet : Nez très délicat de fleurs blanches (tilleul), légèrement citronné et torréfié",Robe Jaune prononcée aux reflets jaunes,,,,,"Parfait avec des poissons en sauce, viandes blanches grillées, fromages affinés",,,75,cL,Blanc,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/i/divine_blanc-1517586067.png,,,,,2015,,Divine Blanc 2015,France,,17.2,EUR,PHILIPPE BRULIERE,,Provence,11,,https://www.lesgrappes.com/domaine-de-la-bastide-neuve-divine-blanc-2015-blanc-2015,https://www.lesgrappes.com/vins,,DOMAINE DE LA BASTIDE NEUVE,Non Certifié ou En Conversion
2146,2146,Apéritif Dessert Viande blanche Volaille ,0,Maures,,0,0,"Syrah 57%, Granache 35%, Cinsault 8%",,0," Attaque fraîche, évolution sur des notes de fleurs blanches, finale courte",, Nez délicat de fleurs blanches et d’agrumes,"Robe très claire, reflet orangé",,,,,"Accompagnera parfaitement des grillades, des apéritifs dinatoires et des soirées entre amis",,,75,cL,Rosé,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/m/o/more_1-1517585562.png,,,,,,,Maures and More,France,,9.7,EUR,PHILIPPE BRULIERE,,Provence,9,,https://www.lesgrappes.com/domaine-de-la-bastide-neuve-maures-and-more-rose,https://www.lesgrappes.com/vins,,DOMAINE DE LA BASTIDE NEUVE,Non Certifié ou En Conversion
2147,2147,Apéritif Foie gras Viande blanche ,0,Champagne,,0,0,Chardonnay 100%,,0,"Un vin aux fines bulles sur des arômes de brioche beurrées et des notes épicées Tout en onctuosité , d'une grande complexité en bouche",,,Un vin aux fines bulles sur des arômes de brioche beurrées et des notes épicées,,,,,"Parfait avec un foie grand poêlé, un plateau de charcuterie; lomo et jambon iberico",,,75,cL,,16/10/2018 13:08,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/a/capture-1490961641.jpg,,,,,,,Réserve brut,France,,34,EUR,Hélène Beaugrand,,Champagne,10.5,Pétillant,https://www.lesgrappes.com/champagne-beaugrand-reserve-brut-petillant-non-millesime,https://www.lesgrappes.com/vins,,Champagne Beaugrand,
2148,2148,Fromage Viande rouge ,0,Côtes du Rhône Villages,,0,0,"Syrah, mourvèdre, carignan",,0," La bouche est puissante, et structurée",," Nez profond de fruits rouges mûrs, de cacao, d'épices",La robe est soutenue aux reflets pourpres,,,,,"Parfait avec de l'agneau, une côte de boeuf ou encore du fromage",,,75,cL,Rouge,16/10/2018 13:08,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/v/o/voyagedulysse_1-1490963263.jpg,,,,,2012,,Le voyage d'Ulysse,France,7 ans,16.5,EUR,Frédéric David,,Vallée du Rhône,0,,https://www.lesgrappes.com/vignobles-david-le-voyage-dulysse-rouge-2012,https://www.lesgrappes.com/vins,,Vignobles David,Non Certifié ou En Conversion
2149,2149,Fromage Viande blanche Viande rouge Volaille ,0,Saint-Emilion grand cru,,0,0,Merlot 75% - Cabernet Franc 25%,,0,,,,,,,,,Il sublimera tous vos plats,,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/m/a/ma_agnus_deilarmandebd-1491065496.png,,,,,2014,,Ma Agnus Deï,France,,33,EUR,ROMAIN MAGNAUDEIX,,Bordeaux,0,,https://www.lesgrappes.com/vignobles-magnaudeix-ma-agnus-dei-rouge-2014,https://www.lesgrappes.com/vins,,Vignobles Magnaudeix,
2150,2150,Apéritif Fruit de mer Poisson ,0,Pays d'Oc,,0,0,100% Muscat Petits Grains,,0," La bouche envoutée de rose, d'acacia et d'agrumes exalte révélant une belle fraicheur",,,La robe est jaune pale avec des reflets verts,,,,,"Parfait sur des fruits de mer, du poisson. Convient à l'apéritif",,,75,cL,Blanc,16/10/2018 13:08,15,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/o/doux-1500632440.jpg,,,,,2016,,Mas de Jacquet Sec,France,5 ans,7.2,EUR,Vincent Solive,,Languedoc,9,,https://www.lesgrappes.com/mas-de-jacquet-mas-de-jacquet-sec-blanc-2016,https://www.lesgrappes.com/vins,,Mas de Jacquet,Non Certifié ou En Conversion
2151,2151,Apéritif Dessert Foie gras ,0,Vin de France,,0,0,Pinot Gris 100%,,0,,,,,,,,,"Sur un foie gras, des noix de saint jacques poêlées ou tout simplement seul",,,75,cL,Blanc,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/i/m/img_17541488977280_1-1488993425.jpg,,,,,2014,,Cuvée réserve,France,,9.9,EUR,Regnier Sebastien,,Lorraine,9,,https://www.lesgrappes.com/domaine-de-la-vieille-cote-cuvee-reserve-blanc-2014,https://www.lesgrappes.com/vins,,Domaine de la Vieille Côte,
2152,2152,Apéritif Dessert Viande blanche Viande rouge Volaille ,0,Pays d'Oc,,0,0,Grenache noir 100%,,0,"Un vin brillant d'une robe rubis profond, des arômes expressifs sur les fruits noirs et les épices Une bouche tout en fraîcheur",,,"Un vin brillant d'une robe rubis profond, des arômes expressifs sur les fruits noirs et les épices",,,,,"Parfait sur un magret de canard, un gigot d'agneau, en dessert avec un fondant au chocolat ou des fruits cuits",,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/r/grenache-1489056870.jpg,,,,,2012,,Soustres Grenache,France,,8,EUR,Jean Paul Mamert,,Languedoc,16.5,,https://www.lesgrappes.com/domaine-de-soustres-soustres-grenache-rouge-2012,https://www.lesgrappes.com/vins,,Domaine de Soustres,
2153,2153,Dessert Fromage Gibier Viande blanche Viande rouge ,0,Pays d'Oc,,0,0,Merlot 85%; Cabernet 15%,,0,"La robe est d'un grenat soutenue, le bouquet s'ouvre sur les arômes de torréfaction et de fruit mûr,la bouche est structurée et ample",,,"La robe est d'un grenat soutenue, le bouquet s'ouvre sur les arômes de torréfaction et de fruit mûr,la bouche est structurée et ample",,,,,"Parfait sur un chevreuil, un pavé de bœuf, sur un fromage à pâte persillée et un dessert en chocolat",,,75,cL,Rouge,16/10/2018 13:08,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/m/e/merlot_2012-1489059447.jpg,,,,,2012,,Soustres Merlot-Cabernet,France,,11,EUR,Jean Paul Mamert,,Languedoc,18,,https://www.lesgrappes.com/domaine-de-soustres-soustres-merlot-cabernet-rouge-2012,https://www.lesgrappes.com/vins,,Domaine de Soustres,
2154,2154,Fromage Gibier Viande rouge ,0,Languedoc Grès de Montpellier,,0,0,"50% syrah, 40% mourvèdre, 7% grenache, 3% morrastel",,0,"Le nez est intense, épicé avec des arômes subtils",,"Le nez est intense, épicé avec des arômes subtils",,,,,,"A servir avec des mets fins et raffinés du terroir, des viandes ou des fromages affinés",,,75,cL,Rouge,16/10/2018 13:09,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/t/u/turennerouge-1527602646.png,,,,,2015,,H. de Turenne,France,10 ans,18,EUR,Roland d'Allaines,,Languedoc,0,,https://www.lesgrappes.com/abbaye-de-valmagne-h-de-turenne-rouge-2015,https://www.lesgrappes.com/vins,,Abbaye de Valmagne ,Non Certifié ou En Conversion
2155,2155,Apéritif Fruit de mer Poisson ,0,Crémant d'Alsace,,0,0,"Pinot-Blanc, Pinot-Gris, Riesling",,0,,,,"Vin blanc effervescent de plaisir, frais, fines bulles, plaisant, fruité avec des notes briochées",,,,,"A l'apéritif, avec un poisson, à un brunch, accompagne parfaitement tous les moments de fêtes",,,75,cL,,16/10/2018 13:09,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/_/m/_mg_76731502369977_1-1502459813.jpg,,,,,2015,,Crémant d'Alsace,France,2 ans,11.8,EUR,Philippe  Sohler et ses filles,,Alsace,9,Pétillant,https://www.lesgrappes.com/domaine-sohler-philippe-cremant-dalsace-petillant-2015,https://www.lesgrappes.com/vins,,Domaine SOHLER Philippe,
2156,2156,Apéritif Dessert Viande rouge ,0,Champagne,,0,0,Pinot Noir et Meunier 80 % ; Chardonnay  20 %,,0,"D'une robe légèrement corail, le bouquet s'ouvre sur les arômes de fruits rouges En bouche c'est que du fruit et de la gourmandise",,,"D'une robe légèrement corail, le bouquet s'ouvre sur les arômes de fruits rouges",,,,,Parfait avec des côtes d'agneau grillées et vos desserts fruités,,,75,cL,,16/10/2018 13:09,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/b/dbdb42_d440af570209467ca9a9f041e9e8c154mv2_d_2387_1688_s_2-1496938010.png,,,,,,,cuvée rosé,France,,18.6,EUR,Marie Nelly HENNEQUIERE,,Champagne,9,Pétillant,https://www.lesgrappes.com/champagne-marc-hennequiere-cuvee-rose-petillant-non-millesime,https://www.lesgrappes.com/vins,,Champagne Marc HENNEQUIERE,
2157,2157,Dessert Viande blanche Viande rouge Volaille ,0,Rasteau,,0,0,"Grenache 60%, Syrah 30%, Mourvèdre 10%",,0,"D'une robe aguicheuse, ce vin se concentre sur des arômes de fruits noirs et des petites notes d'épices",,,"D'une robe aguicheuse, ce vin se concentre sur des arômes de fruits noirs et des petites notes d'épices",,,,,"Parfait avec un filet mignon à la moutarde, un rôti de magret et en dessert avec une mousse au chocolat maison",,,75,cL,Rouge,16/10/2018 13:09,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/r/a/rasteaarc-1497263512.jpg,,,,,2016,,Paul Emile ,France,7 ans,16.2,EUR,Marie France Masson,,Vallée du Rhône,15.5,,https://www.lesgrappes.com/domaine-bressy-masson-paul-emile-rouge-2016,https://www.lesgrappes.com/vins,,Domaine Bressy Masson,Traditionnel - Agriculture Traditionnelle / Conventionnelle - Sans certification
2158,2158,Fromage Fruit de mer Poisson Viande blanche Volaille ,0,Alsace,,0,0,Riesling 100%,,0,,,,,,,,,"A servir sur des poissons en sauces , saint Jacques marinées, truites aux amandes",,,75,cL,Blanc,16/10/2018 13:09,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/r/grandcrugoldertgross-1488549021.png,,,,,2014,,Riesling Grand Cru Goldert,France,20 an,25.5,EUR,Rémy et Vincent Gross,,Alsace,0,,https://www.lesgrappes.com/domaine-gross-riesling-grand-cru-goldert-blanc-2014,https://www.lesgrappes.com/vins,,Domaine Gross ,Non Certifié ou En Conversion
2159,2159,Apéritif Dessert Foie gras ,0,Alsace Grand Cru,,0,0,100% Gewurztraminer,,0,,,,,,,,,Nez sur des arômes de fruits confits et d’épices tel que le cumin et le gingembre. Une bouche ample et riche. Les notes de fruits exotiques s'affirment pleinement tout en conservant un très bel équilibre,,,75,cL,Blanc,16/10/2018 13:09,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/r/grandcrugoldertgewurst_gross-1488554088.png,,,,,2012,,Gewurztraminer Grand Cru Goldert Vendanges Tardives ,France,,32.5,EUR,Rémy et Vincent Gross,,Alsace,0,,https://www.lesgrappes.com/domaine-gross-gewurztraminer-grand-cru-goldert-vendanges-tardives-blanc-2012,https://www.lesgrappes.com/vins,,Domaine Gross ,Non Certifié ou En Conversion
2160,2160,Apéritif Dessert ,0,Côtes de Provence,,0,0,"85% Cabernet Sauvignon, 15% Rolle",,0, Le nez complexe et fin dévoile des arômes de fleurs blanches L’attaque en bouche est vive puis relayée par une belle complexité qui confère à ce vin un bel équilibre,, Le nez complexe et fin dévoile des arômes de fleurs blanches,La robe est pâle et saumonée,,,,,Parfait à l'apéritif ou sur une salade de crudités subtilement assaisonnée,,,75,cL,,16/10/2018 13:09,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/l/e/les_bulles_des_demoiselles__vin_ros_ptillant__chteau_des_demoiselles-1488541137.jpg,,,,,,,Les Bulles des Demoiselles,France,,10.1,EUR,TEILLAUD Aurélie ,,Provence,0,Pétillant,https://www.lesgrappes.com/chateau-demoiselle-les-bulles-des-demoiselles-petillant-non-millesime,https://www.lesgrappes.com/vins,,Château des Demoiselles,
2161,2161,Apéritif Dessert Fruit de mer Poisson Viande blanche Volaille ,0,Champagne,,0,0,"50% Chardonnay, 50% Pinot Noir",,0,,,,,,,,,"Se mariera parfaitement avec toutes sortes de plats, selon vos accords de saveurs",,,75,cL,,16/10/2018 13:09,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/u/cuve_prestige-1488553676.jpg,,,,,,,Le Prestige,France,,32.9,EUR,Alex Fringhian,,Champagne,0,Pétillant,https://www.lesgrappes.com/champagne-chateau-de-boursault-le-prestige-petillant-non-millesime,https://www.lesgrappes.com/vins,,Champagne Château de Boursault,
2162,2162,Apéritif Asiatique Fromage Poisson Viande blanche Viande rouge Volaille ,0,Chinon,,0,0,100% Cabernet Franc,,0," Nez qui se dévoile autour d'un bouquet à la subtile signature forestière et aux arômes bien fruités La bouche est ample et complexe au devenir Les tanins élégants, signent un vin harmonieux",, Nez qui se dévoile autour d'un bouquet à la subtile signature forestière et aux arômes bien fruités,"La robe est élégante et d'une belle teinte grenat foncé, avec des reflets carmins sur le relief",,,,,"Un vin parfait pour accompagner les viandes rouges et les fromages tels que le brie, le camembert, le munster, et le roquefort",,,75,cL,Rouge,16/10/2018 13:09,13,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/d/o/domaine-les-demoiselles-de-pallus-rouge-2013.jpg,,,,,2013,, Rouge 2013 Les Demoiselles de Pallus Vieilles vignes,France,4 ans,11.85,EUR,Famille Demars,,Loire,0,,https://www.lesgrappes.com/les-demoiselles-de-pallus-rouge-2013-les-demoiselles-de-pallus-vieilles-vignes-rouge-2013,https://www.lesgrappes.com/vins,,Les Demoiselles de Pallus,
2163,2163,Apéritif Dessert ,0,Champagne,,0,0,60% Chardonnay et 40% Pinot Meunier,,0,"Cette cuvée séduit par sa robe orangée, ses arômes épicés et ses notes de fruits rouges qui s’attardent à la dégustation",,,"Cette cuvée séduit par sa robe orangée, ses arômes épicés et ses notes de fruits rouges qui s’attardent à la dégustation Sa couleur, si pétillante, est obtenue au moment même de la vendange, après une récolte délicate des plus belles grappes à maturité optimale et une vinification en saignée",,,,,"Un bel atout pour sublimer une fin de repas entre amis, un dessert aux fruits rouges ou un crumble",,,75,cL,,16/10/2018 13:09,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/u/cuveerosee1e1454868568886-1512748028.jpg,,,,,,,Cuvée Rosé Brut,France,4 ans,35.7,EUR,Bruno Michel,,Champagne,12,Pétillant,https://www.lesgrappes.com/champagne-bruno-michel-cuvee-rose-brut-petillant-non-millesime,https://www.lesgrappes.com/vins,,Champagne Bruno Michel ,Non Certifié ou En Conversion
